"Tabel 1. Indeeling der werkelijke bevolking naar de beroepen onder vijf en dertig beroepsklassen, gerangschikt in alphabetische volgorde; positie in het beroep; geslacht; leeftijd; burgerlijken staat; gevolgd door eene opgave van het aantal beroepsklassen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemeente,Nummer der beroepsklasse [NB: Romeinse cijfers],Letter (Onderdeel beroepsklasse),Regelnummer [NB: Arabische cijfers],"BENAMING van de onderdeelen der onderscheidene beroepsklassen, met de daartoe behoordende beroepen","Positie in het beroep (aangeduid met A, B, C of D)",,Geboortejaren.  leeftijd in j.,1878 en later. beneden 12 j.,"12   1878",,"13   1876",,"14 --- 15  1875   --- 1874",,"16 --- 17  1873   --- 1872",,,,"18 --- 22  1871   --- 1867",,,,"23 --- 24  1866   --- 1865",,,,"25 --- 35  1864   --- 1854",,,,"36 --- 50  1853   --- 1839",,,,"51 --- 60  1838   --- 1829",,,,"61 --- 65  1828   --- 1824",,,,"66 --- 70  1823 --- 1818",,,,"71 en daarboven  1818 en vroeger",,,,"Van onbekenden leeftijd",,,,"TOTAAL DER MANNEN",,"TOTAAL DER VROUWEN",,"TOTAAL DER MANNEN EN VROUWEN",,Regelnummer [NB: Arabische cijfers],,Telling,Tabel,Pagina links,Pagina rechts,Provincie,Image nr
,,,,Totaal voor II,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor II,C,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,
,,,,Totaal voor II,D,,,,4,,2,,2,,,5,,,,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,1,19,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor groep II,,,0,0,4,0,2,0,2,0,0,5,0,0,0,9,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,,,3,24,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,III,,,"Bouwbedrijven (incl. reiniging van gebouwen en aanleggen, onderhouden en reinigen van wegen en straten;ook gemeentelijke dienst.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B.,,"Bouw van huizen, molens, enz.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,Architecten,A,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,8,,,,,,,
,,,9,Molenmakers,A,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,9,,,,,,,
,,,10,id.,D,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,2,,10,,,,,,,
,,,11,Timmerleiden,A,,,,,,,,,,,,,,,2,,,,,,,14,2,,,16,2,,,12,,,,4,,,,6,,,,4,,,,,,,,56,6,,,56,6,11,,,,,,,
,,,12,id.,D,,,,,,,,2,,,1,,,,7,,,,2,,,3,7,,,11,1,,,1,,,,,,,,1,,,,,,,,,,,,16,20,,,16,20,12,,,,,,,
,,C.,,"Afwerken van huizen, enz.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,Huisschilders,A,,,,,,,,,,,,,,,,,,,,,,7,2,,,10,,,,2,1,,,1,,,,1,,,,,,,,,,,,21,3,,,21,3,13,,,,,,,
,,,14,id.,D,,,,,,1,,2,,,1,,,,6,,,,1,,,,1,,,1,,,,2,,,,,,,,,,,,,,,,,,,,3,12,,,3,12,14,,,,,,,
,,,15,Stukadoors,A,,,,,,,,,,,,,,,1,,,,,,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,5,2,15,,,,,,,
,,D.,,Openbare werken.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,16,Opzichters,C,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,16,,,,,,,
,,,17,Polderwerkers,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,17,,,,,,,
,,,18,Straatmakers,D,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,2,1,18,,,,,,,
,,E.,,"Reiniging van bouwwerken, wegen en straten.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,19,Schoorsteenvegers,A,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,19,,,,,,,
,,,20,id.,D,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,4,20,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor III,A,,,,,,,,,,,,,,,3,,,,,,,25,6,,,31,2,,,14,1,,,5,,,,7,,,,4,,,,,,,,86,12,,,86,12,,,,,,,,
,,,,Totaal voor III,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor III,C,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,
,,,,Totaal voor III,D,,,,,,1,,5,,,2,,,,14,,,,6,,,3,8,,,15,1,,,4,1,,,,,,,1,,,,,,,,,,,,23,38,,,23,38,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor groep III,,,,,,,1,,5,,,2,,,,17,,,,7,,,28,14,,,47,3,,,18,2,,,5,,,,8,,,,4,,,,,,,,110,51,,,110,51,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,XXV,,,Vrije beroepen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,a. Geneeskundigen,,,,,,,,,,,,,,,,,,,,,,,3,,,,6,,,,4,,,,1,,,,1,,,,1,,,,,,,,16,,,,16,,1,,,,,,,
,,,2,b. Vroedvrouwen,,,,,,,,,,,,,,,,,,,,,,1,,,3,1,,,4,,,,,,,,1,,,,,,,,,,,,,,,,8,2,8,2,2,,,,,,,
,,,3,c. Bakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,3,,,,,,,
,,,4,d. Veeartsen,,,,,,,,,,,,,,,,1,,,,,,,2,,,,1,,,,,,,,,,,,2,,,,2,,,,,,,,7,1,,,7,1,4,,,,,,,
,,,5,e. Advokaten en procureurs,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,2,,5,,,,,,,
,,,6,"h. Administrateurs, rentmeesters enz.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,2,,,,2,,6,,,,,,,
,,,7,"i. Boekhouders, schrijvers, copiisten",,,,,,,,,,,,2,,,,3,,,,4,,,1,6,,,1,2,,,3,1,,,,,,,1,,,,,,,,,,,,6,18,,,6,18,7,,,,,,,
,,,8,"k. Kunstmakers, goochelaars, straatmuzikanten, enz.",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,8,,,,,,,
,,,9,n. Andere beroepen tot publieke vermakelijkheden behoorende,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,3,,9,,,,,,,
,,,10,o. Andere beroepen niet onder een der vorige te rangschikken,,,,,,,,,,,,,,,,,,,,1,,,10,,,,16,,1,,8,,,1,4,,1,,2,,,,2,,,,,,,,42,1,2,1,44,2,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor groep XXV,,,,,,,,,,,,2,,,,4,,,,5,,1,18,6,3,1,25,2,5,,18,1,,1,6,,2,,6,,,,5,,1,,,,,,78,20,11,3,89,23,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,XXVI,,,"Onderwijs, (excl. Openbaar onderwijs).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30_0103,,,,,,
,,,11,Bewaarschoolhouderessen (bijzondere),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,11,,,,,,,
,,,12,Gouveneurs en gouvernantes,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,12,,,,,,,
,,,13,Kweekelingen (lager onderwijs),,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,4,13,,,,,,,
,,,14,Onderwijzers (huis),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,14,,,,,,,
,,,15,id. (bijzondere scholen),,,,,,,,,,,,,,,,1,,,,,,,3,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,3,2,1,1,4,3,15,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor groep XXVI,,,,,,,,,1,,,1,,1,,2,,,,,,,3,,,4,1,1,,1,,,1,,,,,,,,,,,,,,,,,,4,5,1,6,5,11,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,XXVII,,,"Verpleging of verzorging van armen, ouden, zieken, gebrekkigen, invaliden, krankzinnigen (incl. Rijksinrichtingen).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,16,Armvaders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,16,,,,,,,
,,,17,Directeuren gestichten of inrichtingen tot verpleging of verzorging.,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,3,,17,,,,,,,
,,,18,Huismeesters in gestichten tot verpleging of verzorging,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,1,,,,,,,,,,,,4,,1,,5,,18,,,,,,,
,,,19,Weesvaders en weesmoeders,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,8,,3,,1,,,,2,,3,,,,1,,,,,,,,14,,11,,25,,19,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor groep XXVII,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,4,0,1,0,2,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,21,,13,,34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,XXVIII,,,Huiselijke diensten (huis- en stalbedienden e.d.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,Dienstboden,,,,9,,14,,21,,64,,,,83,1,3,,186,,1,4,52,,4,1,97,1,,4,19,1,1,7,1,,,2,1,,,1,1,,,3,,,,,,3,9,22,548,25,557,20,,,,,,,
,,,21,Hishoudsters,,,,,,,,,,1,,,,4,,,,10,,,,6,,,5,24,,,4,17,,,5,4,,,5,1,,,4,,,,3,1,,,,,,,26,68,26,68,21,,,,,,,
,,,22,Koetsiers (heerendienst),,,,,,,,,,,,,,,,1,,,,1,,,5,2,,,6,,,,1,,,,,,,,,,,,,,,,,,,,12,4,,,12,4,22,,,,,,,
,,,23,Schoonmaaksters,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,2,1,,,1,,,,1,,,,1,,,,1,,,,,,,,8,3,8,3,23,,,,,,,
,,,24,Stalknechts,,,,,,,,,,,,,,,,3,,,,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,6,,,2,6,24,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor groep XXVIII,,,0,9,0,14,0,21,0,65,0,0,0,87,1,7,0,196,0,3,4,60,6,7,8,121,8,1,10,37,2,1,13,5,0,0,8,2,0,0,6,1,0,0,7,1,0,0,0,0,17,19,56,619,73,638,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,XXIX,,,Losse werklieden en andere niet in een bepaald beroep arbeidenden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,Arbeiders zonder bepaald beroep (losse),,,,,,,,,,,,,,,,8,,1,4,8,,,63,8,,1,123,10,4,1,53,2,7,,26,,4,,15,1,3,,13,,2,,,,,,297,37,20,3,317,40,25,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor groep XXIX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,8,0,0,63,8,0,1,123,10,4,1,53,2,7,0,26,0,4,0,15,1,3,0,13,0,2,0,0,0,0,0,297,37,20,3,317,40,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VI,B.,,"Reiniging, bleekerij, ververij.",,,,,,,,,,,,1,,,,,,,,,,,3,,,,2,1,,,1,,,,,,,,1,,,,1,,,,,,,,8,2,,,8,2,,30_0104,,,,,,
,,,1,Barbiers,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,
,,,2,Kappers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,
,,,3,Mutsenwasschers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,3,,,,,,,
,,,4,Stoffenververs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
,,,5,id.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,1,,,,,,,,
,,,,Totaal voor VI,A,,,,,,,,,3,,1,,5,,,,15,1,,,8,15,2,3,23,10,1,6,10,4,,8,2,5,,1,2,5,,2,,7,,1,3,,,,,47,4,21,71,68,75,,,,,,,,
,,,,Totaal voor VI,B,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,
,,,,Totaal voor VI,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor VI,D,,,,,,4,,5,2,,11,,3,,20,,4,,2,,1,,1,,1,,1,,4,,,2,,,,,,1,,,,,,,1,,,,,1,44,2,16,3,60,,,,,,,,
,,,,Totaal voor groep VI,,,0,0,0,0,4,0,5,5,0,12,0,8,0,20,0,19,1,2,0,9,15,4,3,25,10,2,6,15,4,0,10,2,5,0,1,2,6,0,2,0,7,0,1,4,0,0,0,0,48,49,23,89,71,138,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VIII,,,"Leder, wasdoek, caoutchouc, enz.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A.,,Leder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,Fabricage van schoenen (schoenmakers),A,,,,,,,,,,,,,,,1,,,2,2,,,5,3,,,13,,,,8,1,,,2,,,,3,1,,,1,,,,,,,,34,8,,,34,8,6,,,,,,,
,,,7,id.,B,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,7,,,,,,,
,,,8,id.,C,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,8,,,,,,,
,,,9,id.,D,,,,,,1,,7,,,14,,,,15,,,,3,,,1,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,51,,,1,51,9,,,,,,,
,,,10,Leerlooiers,A,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,2,,10,,,,,,,
,,,11,id.,D,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,11,,,,,,,
,,,12,Zadelmakers,A,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,3,,12,,,,,,,
,,,13,id.,D,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,13,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor VIII,A,,,,,,,,,,,,,,,1,,,2,2,,,5,3,,,16,,,,9,1,,,3,,,,3,1,,,1,,,,,,,,39,8,,,39,8,,,,,,,,
,,,,Totaal voor VIII,B,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
,,,,Totaal voor VIII,C,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
,,,,Totaal voor VIII,D,,,,,,1,,8,,,15,,,,16,,,,3,,,1,11,,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,55,,,2,55,,,,,,,,
,,,,Totaal voor groep VIII,,,0,0,0,0,1,0,8,0,0,15,0,0,0,19,0,0,2,5,0,0,6,14,0,0,16,1,0,0,10,1,0,0,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,41,65,,,41,65,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IX,,,"Metalen, (Winnen en eerste bewerking van) steenkolen, turf, zout, enz.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C.,,Veenderij.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14,Verveners,A,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,1,2,,,1,2,14,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor IX,A,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,1,2,,,1,2,45,,,,,,,
,,,,Totaal voor IX,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor IX,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor IX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor groep IX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,,,1,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,Metalen. (Bewerking van),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A.,,Edele metalen en munten.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15,Goudsmeden,A,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,2,,,,,,,,3,2,,,3,2,15,,,,,,,
,,,16,id.,C,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,16,,,,,,,
,,,17,id.,D,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,17,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,B.,,Niet-edele metalen (behalve ijzer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30_0105,,,,,,
,,,1,Koperslagers,A,,,,,,,,,,,,,,,,,,,,,,2,2,,,3,,,,1,,,,,,,,1,,,,,,,,,,,,7,2,,,7,2,1,,,,,,,
,,,2,id.,D,,,,,,1,,3,,,3,,,,10,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,18,2,,,,,,,
,,C.,,IJzer en staal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,Hoefsmeden,A,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,3,,,,,,,
,,,4,id.,D,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,4,,,,,,,
,,,5,Smeden en slotenmakers,A,,,,,,,,,,,,,,,,,,,,,,1,2,,,5,1,1,,5,,,,1,,,,4,,,,,,,,,,,,16,3,1,,17,3,5,,,,,,,
,,,6,id.,C,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,6,,,,,,,
,,,7,id.,D,,,,,,3,,5,,,4,,,,9,,,,3,,,5,6,,,5,,,,2,1,,,1,,,,,,,,1,,,,,,,,14,31,,,14,31,7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor X,A,,,,,,,,,,,,,,,,,,,,,,3,4,,,10,2,1,,6,1,,,1,,,,5,,,,2,,,,,,,,27,7,1,,28,7,,,,,,,,
,,,,Totaal voor X,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor X,C,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,,,,,,,,
,,,,Totaal voor X,D,,,,,,4,,10,,,7,,,,19,,,,3,,,7,8,,,5,,,,2,1,,,1,,,,,,,,1,,,,,,,,16,52,,,16,52,,,,,,,,
,,,,Totaal voor groep X,,,,,,,4,,10,,,7,,,,19,,,,3,,,10,13,,,15,3,1,,9,2,,,2,,,,5,,,,3,,,,,,,,44,61,1,,45,61,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,XII,,,"Scheepsbouw, vervaardiging van rijtuigen, enz.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A.,,Scheepsbouw (incl. marine-inrichtingen.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,Blok- en mastenmakers,A,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,3,,8,,,,,,,
,,,9,Scheepsmakers,A,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,,,4,,,,4,,9,,,,,,,
,,,10,id.,D,,,,,,2,,,,,,,,,1,,,,,,,1,3,,,4,,,,3,,,,2,,,,2,,,,3,,,,,,,,15,6,,,15,6,10,,,,,,,
,,B.,,"Rijtuigen, enz.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11,Fabricage van wagens (wagenmakers),A,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,,2,,,,1,,,,,,,,,,,,,,,,11,,,,11,,11,,,,,,,
,,,12,id.,D,,,,,,1,,3,,,3,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,1,10,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor XII,A,,,,,,,,,,,,,,,,,,,,,,4,,,,6,,,,3,,,,4,,,,,,,,1,,,,,,,,18,,,,18,,,,,,,,,
,,,,Totaal voor XII,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Totaal voor XII,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
